name,nobjquadnegev,nintvars,nnlvars,nsos1,nsos2,conscurvature,njacobiannz,nlaghessiandiagnz,ncontvars,nquadfunc,laghessianmaxblocksize,objsense,nbinvars,nlnz,convex,nz,nobjquadposev,laghessianminblocksize,nobjquadnz,solsource,nlaghessianblocks,donor,nsemi,nlaghessiannz,laghessianavgblocksize,ncons,nconcavenlcons,nnlbinvars,nconvexnlcons,nquadcons,nvars,nobjnlnz,solinfeasibility,objcurvature,nindefinitenlcons,nnlintvars,ndiagquadcons,nnlsemi,nobjnz,nlincons,nsingleboundedvars,nlinfunc,nboundedvars,njacobiannlnz,nobjquaddiagnz,objtype,probtype,solobjvalue,nnlfunc,density,nldensity,objquaddensity,objquadproblevfrac
QPLIB_2456,0,0,2738,0,0,convex,55905,2738,5477,1369,1,min,0,2738,True,55906,0,1,0,Solution found by GUROBI,2738,Ruth Misener,0,2738,1.0,5500,0,0,1369,1369,5477,0,1.899106035e-10,linear,0,0,1369,0,1,4131,0,4132,0,2738,0,linear,LCD,-0.9449662766,1369,0.0018555558657,0.00073046018992,0.0,0.0
QPLIB_2468,0,0,7442,0,0,convex,154025,7442,14885,3721,1,min,0,7442,True,154026,0,1,0,Solution found by GUROBI,7442,Ruth Misener,0,7442,1.0,14924,0,0,3721,3721,14885,0,1.778823287e-10,linear,0,0,3721,0,1,11203,0,11204,0,7442,0,linear,LCD,-0.9364048895,3721,0.000693315418206,0.000268744961032,0.0,0.0
QPLIB_2480,0,0,200,0,0,indefinite,1196,1,399,201,200,min,0,599,False,1396,0,200,0,Solution found by SCIP,1,Ruth Misener,0,795,200.0,400,0,0,1,201,399,0,5.107025913e-15,linear,200,0,1,0,200,199,0,200,200,599,0,linear,LCQ,-4.27849041,201,0.00872505453159,0.0149004975124,0.0,0.0
QPLIB_2482,0,0,722,0,0,convex,10416,722,1806,361,1,min,0,722,True,10417,0,1,0,Solution found by SCIP,722,Ruth Misener,0,722,1.0,1779,0,0,361,361,1806,0,4.440892099e-16,linear,0,0,361,0,1,1418,0,1419,0,722,0,linear,LCD,-0.9681989608,361,0.00324044694962,0.00277008310249,0.0,0.0
QPLIB_2483,0,0,660,0,0,indefinite,6700,0,760,240,33,min,0,5400,False,6780,0,33,0,Solution found by ANTIGONE,20,Ruth Misener,0,5280,33.0,280,0,0,0,240,760,0,2.328306437e-10,linear,240,0,0,0,80,40,0,41,660,5400,0,linear,LCQ,1812.170327,240,0.0317475182618,0.0340909090909,0.0,0.0
QPLIB_2492,50,0,196,0,0,linear,392,0,0,1,196,min,196,196,False,588,104,196,16562,Solution found by LOCALSOLVER,1,Ruth Misener,0,33124,196.0,28,0,196,0,0,196,196,0.0,indefinite,0,0,0,0,196,28,0,28,0,0,0,quadratic,QBL,2724.0,1,0.103448275862,1.0,0.862244897959,0.255102040816
QPLIB_2505,0,0,270,0,0,indefinite,3896,0,1039,480,18,min,0,960,False,3911,0,18,0,Solution found by ANTIGONE,15,Ruth Misener,0,960,18.0,782,0,0,0,480,1039,0,1.818989404e-12,linear,480,0,0,0,15,302,0,303,270,960,0,linear,LCQ,1564.957983,480,0.00480740273645,0.00740740740741,0.0,0.0
QPLIB_2512,46,0,100,0,0,linear,200,0,0,1,100,min,100,100,False,300,54,100,3870,Solution found by SCIP,1,Ruth Misener,0,7740,100.0,20,0,100,0,0,100,100,0.0,indefinite,0,0,0,0,100,20,0,20,0,0,0,quadratic,QBL,135028.0,1,0.142857142857,1.0,0.774,0.46
QPLIB_2519,0,0,1922,0,0,convex,28516,1922,4806,961,1,min,0,1922,True,28517,0,1,0,Solution found by SCIP,1922,Ruth Misener,0,1922,1.0,4763,0,0,961,961,4806,0,5.06927833e-13,linear,0,0,961,0,1,3802,0,3803,0,1922,0,linear,LCD,-0.9511095024,961,0.00124551314775,0.00104058272633,0.0,0.0
QPLIB_2540,0,0,65,0,0,indefinite,2270,0,498,210,13,min,0,420,False,2275,0,13,0,Solution found by ANTIGONE,5,Ruth Misener,0,420,13.0,551,0,0,0,210,498,0,3.637978807e-12,linear,210,0,0,0,5,341,0,342,65,420,0,linear,LCQ,124.3594463,210,0.00827585705139,0.0307692307692,0.0,0.0
QPLIB_2546,0,0,839,0,0,indefinite,5018,424,1015,401,52,min,0,2274,False,5442,168,1,808,Solution found by ANTIGONE,176,Ruth Misener,0,2692,4.767045,992,0,0,0,400,1015,424,3.637978807e-12,convex,400,0,0,0,424,592,15,592,0,1850,424,quadratic,CCQ,-8668213.409,401,0.00539937195839,0.00675902615333,0.00663047347811,0.0
QPLIB_2590,0,0,24,0,0,indefinite,3133,24,25,401,24,min,0,2832,False,3134,0,24,0,Solution found by BARON,1,Ruth Misener,0,492,24.0,494,35,0,0,401,25,0,1.243449788e-14,linear,366,0,6,0,1,93,0,94,24,2832,0,linear,LCQ,10.93834722,401,0.253252525253,0.294264339152,0.0,0.0
QPLIB_2626,0,0,11163,0,0,convex,104058,11163,22327,3721,1,min,0,11163,True,104059,0,1,0,Solution found by BARON,11163,Ruth Misener,0,11163,1.0,18484,0,0,3721,3721,22327,0,1.088018564e-14,linear,0,0,3721,0,1,14763,0,14764,0,11163,0,linear,LCD,-6.382103498,3721,0.000252133075158,0.000268744961032,0.0,0.0
QPLIB_2635,0,0,176,0,0,indefinite,3821,176,176,1154,176,max,0,3821,False,3822,0,176,0,Solution found by SCIP,1,Ruth Misener,0,7142,176.0,1154,0,0,966,1154,176,0,6.821210263e-13,linear,188,0,15,0,1,0,0,1,0,3821,0,linear,LCQ,75.10582011,1154,0.0188016528926,0.0188130219001,0.0,0.0
QPLIB_2650,0,0,536,0,0,indefinite,4233,54,1110,904,14,min,0,1808,False,4234,0,1,0,,55,Ruth Misener,0,1808,9.745455,1132,0,0,0,904,1110,0,,linear,904,0,27,0,1,228,0,229,536,1808,0,linear,LCQ,,904,0.00336664996859,0.00373134328358,0.0,0.0
QPLIB_2658,0,0,96,0,0,indefinite,651,28,184,133,7,min,0,298,False,652,0,2,0,Solution found by BARON,17,Ruth Misener,0,310,5.647059,190,15,0,0,133,184,0,3.552713679e-15,linear,118,0,8,0,1,57,0,58,96,298,0,linear,LCQ,7.164500275,133,0.0185522422035,0.0233395989975,0.0,0.0
QPLIB_2676,0,0,722,0,0,convex,14256,722,1445,361,1,min,0,722,True,14257,0,1,0,Solution found by SCIP,722,Ruth Misener,0,722,1.0,1456,0,0,361,361,1445,0,1.01307851e-15,linear,0,0,361,0,1,1095,0,1096,0,722,0,linear,LCD,-0.9670769923,361,0.00677174741672,0.00277008310249,0.0,0.0
QPLIB_2693,0,0,377,0,0,indefinite,3029,40,791,631,14,min,0,1262,False,3030,0,1,0,Solution found by BARON,41,Ruth Misener,0,1262,9.195122,814,0,0,0,631,791,0,7.386677936e-10,linear,631,0,20,0,1,183,0,184,377,1262,0,linear,LCQ,5.783005108,631,0.0047001155639,0.0053050397878,0.0,0.0
QPLIB_2696,50,0,1065,0,0,indefinite,19855,160,3500,1501,302,min,0,5560,False,20015,100,4,400,Solution found by SCIP,43,Ruth Misener,0,3640,24.767442,3495,0,0,0,1500,3500,160,1.421085472e-14,indefinite,1500,0,0,0,160,1995,5,1995,0,5400,160,quadratic,QCQ,-38011.57283,1501,0.00163574697614,0.00347811943837,0.025,0.0142857142857
QPLIB_2698,0,0,140,0,0,indefinite,667,0,196,11,12,min,0,240,False,677,0,2,0,Solution found by SCIP,20,Ruth Misener,0,240,7.0,47,0,0,0,11,196,0,7.275957614e-12,linear,11,0,0,0,10,36,0,37,140,240,0,linear,LCQ,1201.038462,11,0.0719600340136,0.155844155844,0.0,0.0
QPLIB_2702,12,0,259,0,0,linear,8619,259,1,1,259,min,259,259,False,8879,247,259,517,Solution found by SCIP,1,Ruth Misener,0,775,259.0,212,0,259,0,0,260,259,0.0,indefinite,0,0,0,0,260,212,0,212,0,0,259,quadratic,QML,2814.190749,1,0.160328638498,1.0,0.0115531968814,0.0461538461538
QPLIB_2703,0,0,400,0,0,indefinite,2396,1,799,401,400,min,0,1199,False,2796,0,400,0,Solution found by COUENNE,1,Ruth Misener,0,1595,400.0,800,0,0,1,401,799,0,2.999671622e-10,linear,400,0,1,0,400,399,0,400,400,1199,0,linear,LCQ,-4.275658867,401,0.00436875682618,0.00747506234414,0.0,0.0
QPLIB_2707,0,0,320,0,0,indefinite,2177,66,634,466,10,min,0,968,False,2178,0,2,0,Solution found by BARON,51,Ruth Misener,0,980,6.27451,617,15,0,0,466,634,0,1.448841047e-14,linear,451,0,27,0,1,151,0,152,320,968,0,linear,LCQ,6.340367535,466,0.00555878839852,0.00649141630901,0.0,0.0
QPLIB_2708,0,0,260,0,0,indefinite,1355,0,526,30,4,min,108,402,False,1362,0,4,0,Solution found by SCIP,65,Ruth Misener,0,390,4.0,357,0,0,0,30,634,0,1.818989404e-12,linear,30,0,0,0,7,327,0,328,260,402,0,linear,LMQ,1033013.037,30,0.00600074017941,0.0515384615385,0.0,0.0
QPLIB_2712,100,0,200,0,0,linear,200,200,200,1,200,min,0,200,False,400,100,200,20100,Solution found by SCIP,1,Ruth Misener,0,40000,200.0,1,0,0,0,0,200,200,2.997602166e-15,indefinite,0,0,0,0,200,1,0,1,200,0,200,quadratic,QCL,0.01286883278,1,1.0,1.0,1.0,0.5
QPLIB_2714,0,0,1,0,0,concave,15947,1,352,298,1,min,0,298,False,15948,0,1,0,Solution found by SCIP,1,Ruth Misener,0,1,1.0,599,298,0,0,298,352,0,1.065814104e-14,linear,0,0,298,0,1,301,1,302,0,298,0,linear,LCQ,1.119122703,298,0.0755113636364,1.0,0.0,0.0
QPLIB_2733,84,0,324,0,0,linear,648,0,0,1,324,min,324,324,False,972,150,324,46818,Solution found by LOCALSOLVER,1,Ruth Misener,0,93636,324.0,36,0,324,0,0,324,324,0.0,indefinite,0,0,0,0,324,36,0,36,0,0,0,quadratic,QBL,5358.0,1,0.0810810810811,1.0,0.891975308642,0.259259259259
QPLIB_2738,0,0,100,0,0,indefinite,596,1,199,101,100,min,0,299,False,696,0,100,0,Solution found by SCIP,1,Ruth Misener,0,395,100.0,200,0,0,1,101,199,0,2.886579864e-15,linear,100,0,1,0,100,99,0,100,100,299,0,linear,LCQ,-4.284146268,101,0.0174004350109,0.029603960396,0.0,0.0
QPLIB_2758,0,0,70,0,0,indefinite,1097,0,303,112,10,min,0,224,False,1104,0,10,0,Solution found by SCIP,7,Ruth Misener,0,224,10.0,251,0,0,0,112,303,0,7.275957614e-12,linear,112,0,0,0,7,139,0,140,70,224,0,linear,LCQ,2127.115385,112,0.014458588716,0.0285714285714,0.0,0.0
QPLIB_2761,250,0,500,0,0,linear,500,500,500,1,500,min,0,500,False,1000,250,500,125250,Solution found by SCIP,1,Ruth Misener,0,250000,500.0,1,0,0,0,0,500,500,1.110223025e-15,indefinite,0,0,0,0,500,1,0,1,500,0,500,quadratic,QCL,0.001048529199,1,1.0,1.0,1.0,0.5
QPLIB_2784,0,0,1800,0,0,convex,20569,1800,4501,900,1,min,0,1800,True,20570,0,1,0,Solution found by BARON,1800,Ruth Misener,0,1800,1.0,4580,0,0,900,900,4501,0,1.537804166e-10,linear,0,0,900,0,1,3680,0,3681,0,1800,0,linear,LCD,-0.9460284722,900,0.000997619632029,0.00111111111111,0.0,0.0
QPLIB_2819,0,0,250,0,0,indefinite,2468,0,334,132,25,min,0,1740,False,2516,0,25,0,Solution found by ANTIGONE,10,Ruth Misener,0,1680,25.0,156,0,0,0,132,334,0,2.910383046e-11,linear,132,0,0,0,48,24,0,25,250,1740,0,linear,LCQ,797.9771512,132,0.0479804721767,0.0527272727273,0.0,0.0
QPLIB_2823,0,0,198,0,0,indefinite,1347,46,390,283,10,min,0,600,False,1348,0,2,0,Solution found by BARON,33,Ruth Misener,0,612,6.0,386,15,0,0,283,390,0,3.552713679e-15,linear,268,0,17,0,1,103,0,104,198,600,0,linear,LCQ,6.295168217,283,0.00893129265222,0.0107077845594,0.0,0.0
QPLIB_2834,0,0,100,0,0,indefinite,972,0,156,72,20,min,0,570,False,1007,0,20,0,Solution found by SCIP,5,Ruth Misener,0,540,20.0,86,0,0,0,72,156,0,3.637978807e-12,linear,72,0,0,0,35,14,0,15,100,570,0,linear,LCQ,365.7836065,72,0.074196875921,0.0791666666667,0.0,0.0
QPLIB_2862,0,0,16200,0,0,convex,185909,16200,40501,8100,1,min,0,16200,True,185910,0,1,0,Solution found by GUROBI,16200,Ruth Misener,0,16200,1.0,40740,0,0,8100,8100,40501,0,6.661789597e-12,linear,0,0,8100,0,1,32640,0,32641,0,16200,0,linear,LCD,-0.931383145,8100,0.000112669228313,0.000123456790123,0.0,0.0
QPLIB_2880,305,0,625,0,0,linear,1250,0,0,1,625,min,625,625,False,1875,320,625,176410,Solution found by BARON,1,Ruth Misener,0,352820,625.0,50,0,625,0,0,625,625,0.0,indefinite,0,0,0,0,625,50,0,50,0,0,0,quadratic,QBL,1178894.0,1,0.0588235294118,1.0,0.9032192,0.488
QPLIB_2881,0,0,1512,0,0,indefinite,5680,1512,1512,720,1512,max,0,5680,False,5681,0,1512,0,Solution found by SCIP,1,Ruth Misener,0,20044,1512.0,720,0,0,20,720,1512,0,0.0,linear,700,0,0,0,1,0,0,1,0,5680,0,linear,LCQ,0.03090042153,720,0.00521119990607,0.00521751910641,0.0,0.0
QPLIB_2882,0,0,16,0,0,indefinite,1106,0,88,16,2,min,56,32,False,1120,0,2,0,Solution found by ALPHAECP,8,Ruth Misener,0,16,2.0,273,0,0,0,16,144,0,5.329070518e-15,linear,16,0,0,0,14,257,0,258,16,32,0,linear,LMQ,22.38189652,16,0.0283860502839,0.125,0.0,0.0
QPLIB_2894,0,0,16,0,0,indefinite,1263,16,17,154,16,min,0,1088,False,1264,0,16,0,Solution found by SCIP,1,Ruth Misener,0,216,16.0,209,29,0,0,154,17,0,4.884981308e-15,linear,125,0,4,0,1,55,0,56,16,1088,0,linear,LCQ,4.999875265,154,0.35406162465,0.441558441558,0.0,0.0
QPLIB_2935,0,0,18,0,0,indefinite,1406,0,108,18,2,min,72,36,False,1422,0,2,0,Solution found by SCIP,9,Ruth Misener,0,18,2.0,343,0,0,0,18,180,0,4.170308543e-11,linear,18,0,0,0,16,325,0,326,18,36,0,linear,LMQ,23.46428571,18,0.0229651162791,0.111111111111,0.0,0.0
QPLIB_2957,112,0,484,0,0,linear,968,0,0,1,484,min,484,484,False,1452,152,484,70686,Solution found by ALPHAECP,1,Ruth Misener,0,141372,484.0,44,0,484,0,0,484,484,0.0,indefinite,0,0,0,0,484,44,0,44,0,0,0,quadratic,QBL,3596.0,1,0.0666666666667,1.0,0.603493613824,0.231404958678
QPLIB_2958,0,0,14,0,0,indefinite,842,0,70,14,2,min,42,28,False,862,0,2,0,Solution found by ALPHAECP,7,Ruth Misener,0,14,2.0,211,0,0,0,14,112,0,3.183231456e-12,linear,14,0,0,0,20,197,0,198,14,28,0,linear,LMQ,131.6531381,14,0.0363039083558,0.142857142857,0.0,0.0
QPLIB_2967,18,0,38,0,0,convex,724,38,38,191,38,max,0,760,False,762,18,38,36,Solution found by SCIP,1,Ruth Misener,0,794,38.0,191,0,0,190,190,38,38,1.776356839e-15,indefinite,0,0,19,0,38,1,0,1,19,722,0,quadratic,QCC,10.92820323,191,0.104440789474,0.104712041885,0.0498614958449,0.473684210526
QPLIB_2981,0,0,1159,0,0,indefinite,10068,344,2015,801,102,min,0,4044,False,10412,168,1,608,Solution found by SCIP,176,Ruth Misener,0,3872,6.585227,1992,0,0,0,800,2015,344,3.143298954e-10,convex,800,0,0,0,344,1192,15,1192,0,3700,344,quadratic,CCQ,-8668219.079,801,0.00259269726923,0.00435607345865,0.00736884802596,0.0
QPLIB_2987,0,0,45,0,0,indefinite,837,0,208,90,9,min,0,180,False,842,0,9,0,Solution found by SCIP,5,Ruth Misener,0,180,9.0,204,0,0,0,90,208,0,6.821210263e-13,linear,90,0,0,0,5,114,0,115,45,180,0,linear,LCQ,513.0008681,90,0.0197467166979,0.0444444444444,0.0,0.0
QPLIB_2993,0,0,33,0,0,indefinite,1166,0,266,84,11,min,0,168,False,1169,0,11,0,Solution found by ANTIGONE,3,Ruth Misener,0,168,11.0,319,0,0,0,84,266,0,3.637978807e-12,linear,84,0,0,0,3,235,0,236,33,168,0,linear,LCQ,109.401405,84,0.0137335526316,0.0606060606061,0.0,0.0
QPLIB_3029,0,0,2883,0,0,convex,25938,2883,5767,961,1,min,0,2883,True,25939,0,1,0,Solution found by BARON,2883,Ruth Misener,0,2883,1.0,4744,0,0,961,961,5767,0,1.915134717e-15,linear,0,0,961,0,1,3783,0,3784,0,2883,0,linear,LCD,-6.295315542,961,0.000947909904158,0.00104058272633,0.0,0.0
QPLIB_3034,0,0,660,0,0,indefinite,6860,0,780,240,33,min,0,5400,False,6960,0,33,0,Solution found by BARON,20,Ruth Misener,0,5280,33.0,280,0,0,0,240,780,0,3.319655661e-11,linear,240,0,0,0,100,40,0,41,660,5400,0,linear,LCQ,681.4104707,240,0.0317547221462,0.0340909090909,0.0,0.0
QPLIB_3049,55,0,1965,0,0,indefinite,39755,160,7000,3001,602,min,0,10960,False,39915,85,4,400,Solution found by SCIP,43,Ruth Misener,0,6640,45.697674,6995,0,0,0,3000,7000,160,2.842170943e-14,indefinite,3000,0,0,0,160,3995,5,3995,0,10800,160,quadratic,QCQ,-38011.57283,3001,0.000815057583926,0.00185858318644,0.025,0.00785714285714
QPLIB_3060,2,0,48,0,0,linear,3432,48,792,1,48,min,48,48,False,3744,46,48,95,Solution found by SCIP,1,Ruth Misener,0,142,48.0,1192,0,48,0,0,840,48,2.220446049e-16,indefinite,0,0,0,0,312,1192,0,1192,0,0,48,quadratic,QML,-128.9348188,1,0.00373607951144,1.0,0.0616319444444,0.00238095238095
QPLIB_3080,0,0,1799,0,0,indefinite,20168,184,4015,1601,202,min,0,7584,False,20352,168,1,208,Solution found by ANTIGONE,176,Ruth Misener,0,6232,10.221591,3992,0,0,0,1600,4015,184,3.637978807e-12,convex,1600,0,0,0,184,2392,15,2392,0,7400,184,quadratic,CCQ,-8668219.095,1601,0.00126946939211,0.00263315138989,0.00685255198488,0.0
QPLIB_3083,0,0,60,0,0,indefinite,1001,0,243,126,10,min,0,252,False,1007,0,10,0,Solution found by SCIP,6,Ruth Misener,0,252,10.0,233,0,0,0,126,243,0,7.735135464e-12,linear,126,0,0,0,6,107,0,108,60,252,0,linear,LCQ,1358.663378,126,0.0177095424009,0.0333333333333,0.0,0.0
QPLIB_3088,0,0,1800,0,0,convex,18769,1800,3601,900,1,min,0,1800,True,18770,0,1,0,Solution found by SCIP,1800,Ruth Misener,0,1800,1.0,3680,0,0,900,900,3601,0,9.786403642e-12,linear,0,0,900,0,1,2780,0,2781,0,1800,0,linear,LCD,-0.9460285027,900,0.00141603938838,0.00111111111111,0.0,0.0
QPLIB_3089,0,0,114,0,0,indefinite,768,0,132,72,19,min,0,612,False,780,0,19,0,Solution found by SCIP,6,Ruth Misener,0,576,19.0,84,0,0,0,72,132,0,7.275957614e-12,linear,72,0,0,0,12,12,0,13,114,612,0,linear,LCQ,312.9215405,72,0.0695187165775,0.0745614035088,0.0,0.0
QPLIB_3105,0,0,7442,0,0,convex,112826,7442,18606,3721,1,min,0,7442,True,112827,0,1,0,Solution found by GUROBI,7442,Ruth Misener,0,7442,1.0,18523,0,0,3721,3721,18606,0,1.808398986e-10,linear,0,0,3721,0,1,14802,0,14803,0,7442,0,linear,LCD,-0.9378032911,3721,0.000327359728415,0.000268744961032,0.0,0.0
QPLIB_3120,0,0,462,0,0,indefinite,5668,0,662,204,33,min,0,3780,False,5728,0,33,0,Solution found by ANTIGONE,14,Ruth Misener,0,3696,33.0,244,0,0,0,204,662,0,2.910383046e-11,linear,204,0,0,0,60,40,0,41,462,3780,0,linear,LCQ,1285.005897,204,0.035316603983,0.0401069518717,0.0,0.0
QPLIB_3122,583,0,17136,0,0,linear,93686,17136,3988,1,17136,min,17136,17136,False,112709,16553,17136,34271,Solution found by SCIP,1,Ruth Misener,0,51406,17136.0,36703,0,17136,0,0,21124,17136,0.0,indefinite,0,0,0,0,19023,36703,0,36703,0,0,17136,quadratic,QML,-48603430420.0,1,0.000145368075698,1.0,0.000175063217008,0.0275989395948
QPLIB_3147,0,0,275,0,0,indefinite,2738,0,419,108,25,min,0,1628,False,2786,0,25,0,Solution found by ANTIGONE,11,Ruth Misener,0,1584,25.0,140,0,0,0,108,419,0,4.365574569e-11,linear,108,0,0,0,48,32,0,33,275,1628,0,linear,LCQ,565.3430361,108,0.0471571962965,0.0548148148148,0.0,0.0
QPLIB_3170,0,0,580,0,0,indefinite,4760,0,660,160,29,min,0,3600,False,4820,0,29,0,Solution found by ANTIGONE,20,Ruth Misener,0,3520,29.0,200,0,0,0,160,660,0,2.910383046e-11,linear,160,0,0,0,60,40,0,41,580,3600,0,linear,LCQ,638.7167531,160,0.0363334840947,0.0387931034483,0.0,0.0
QPLIB_3177,0,0,800,0,0,indefinite,4796,1,1599,801,800,min,0,2399,False,5596,0,800,0,Solution found by COUENNE,1,Ruth Misener,0,3195,800.0,1600,0,0,1,801,1599,0,2.999827053e-10,linear,800,0,1,0,800,799,0,800,800,2399,0,linear,LCQ,-4.274219874,801,0.00218593835388,0.00374375780275,0.0,0.0
QPLIB_3181,0,0,111,0,0,indefinite,723,0,308,16,3,min,84,160,False,730,0,3,0,Solution found by SCIP,37,Ruth Misener,0,148,3.0,196,0,0,0,16,392,0,7.389644452e-13,linear,16,0,0,0,7,180,0,181,111,160,0,linear,LMQ,381396.6032,16,0.00945301978659,0.0900900900901,0.0,0.0
QPLIB_3185,0,0,7200,0,0,convex,82539,7200,18001,3600,1,min,0,7200,True,82540,0,1,0,Solution found by BARON,7200,Ruth Misener,0,7200,1.0,18160,0,0,3600,3600,18001,0,4.123037467e-10,linear,0,0,3600,0,1,14560,0,14561,0,7200,0,linear,LCD,-0.9350528778,3600,0.000252480635242,0.000277777777778,0.0,0.0
QPLIB_3192,0,0,351,0,0,indefinite,3535,0,479,145,27,min,0,2405,False,3599,0,27,0,Solution found by ANTIGONE,13,Ruth Misener,0,2340,27.0,177,0,0,0,145,479,0,2.910383046e-11,linear,145,0,0,0,64,32,0,33,351,2405,0,linear,LCQ,783.9509681,145,0.0422110670639,0.0472541507024,0.0,0.0
QPLIB_3225,0,0,80,0,0,indefinite,849,0,136,66,20,min,0,456,False,877,0,20,0,Solution found by SCIP,4,Ruth Misener,0,432,20.0,80,0,0,0,66,136,0,1.023181539e-12,linear,66,0,0,0,28,14,0,15,80,456,0,linear,LCQ,511.5267124,66,0.0796114742193,0.0863636363636,0.0,0.0
QPLIB_3240,0,0,130,0,0,indefinite,1907,0,516,220,13,min,0,440,False,1917,0,13,0,Solution found by ANTIGONE,10,Ruth Misener,0,440,13.0,407,0,0,0,220,516,0,3.637978807e-12,linear,220,0,0,0,10,187,0,188,130,440,0,linear,LCQ,1201.038462,220,0.00910567715458,0.0153846153846,0.0,0.0
QPLIB_3247,0,0,313,0,0,indefinite,15720,313,361,156,1,min,0,320,False,15721,0,1,0,Solution found by SCIP,313,Ruth Misener,0,313,1.0,478,0,0,148,156,361,0,6.630695992e-12,linear,8,0,156,0,1,322,1,323,0,320,0,linear,LCQ,0.01223092249,156,0.0909153996958,0.00655361677726,0.0,0.0
QPLIB_3279,0,0,111,0,0,indefinite,614,0,251,16,3,min,56,156,False,619,0,3,0,Solution found by ALPHAECP,37,Ruth Misener,0,148,3.0,164,0,0,0,16,307,0,2.29108732e-10,linear,16,0,0,0,5,148,0,149,111,156,0,linear,LMQ,873535.3578,16,0.0122199190603,0.0878378378378,0.0,0.0
QPLIB_3297,0,0,3399,0,0,indefinite,40368,184,8015,3201,402,min,0,14984,False,40552,168,1,208,Solution found by ANTIGONE,176,Ruth Misener,0,12232,19.3125,7992,0,0,0,3200,8015,184,7.275957614e-12,convex,3200,0,0,0,184,4792,15,4792,0,14800,184,quadratic,CCQ,-8668219.094,3201,0.000632993045459,0.00137718069311,0.00685255198488,0.0
QPLIB_3307,51,0,256,0,0,linear,512,0,0,1,256,min,256,256,False,768,61,256,20160,Solution found by BARON,1,Ruth Misener,0,40320,256.0,32,0,256,0,0,256,256,0.0,indefinite,0,0,0,0,256,32,0,32,0,0,0,quadratic,QBL,1240.0,1,0.0909090909091,1.0,0.615234375,0.19921875
QPLIB_3312,0,0,16562,0,0,convex,252936,16562,41406,8281,1,min,0,16562,True,252937,0,1,0,Solution found by GUROBI,16562,Ruth Misener,0,16562,1.0,41283,0,0,8281,8281,41406,0,3.723932274e-10,linear,0,0,8281,0,1,33002,0,33003,0,16562,0,linear,LCD,-0.9332596231,8281,0.000147967833847,0.000120758362517,0.0,0.0
QPLIB_3318,0,0,24,0,0,indefinite,3013,24,25,381,24,min,0,2712,False,3014,0,24,0,Solution found by SCIP,1,Ruth Misener,0,492,24.0,474,15,0,0,381,25,0,4.283222665e-10,linear,366,0,6,0,1,93,0,94,24,2712,0,linear,LCQ,9.945287281,381,0.253810526316,0.296587926509,0.0,0.0
QPLIB_3326,50,0,615,0,0,indefinite,9905,160,1750,751,152,min,0,2860,False,10065,100,4,400,Solution found by SCIP,43,Ruth Misener,0,2140,14.302326,1745,0,0,0,750,1750,160,1.421085472e-14,indefinite,750,0,0,0,160,995,5,995,0,2700,160,quadratic,QCQ,-38011.57283,751,0.003294059892,0.00619228562459,0.025,0.0285714285714
QPLIB_3334,0,0,495,0,0,indefinite,6100,0,715,210,33,min,0,4050,False,6200,0,33,0,Solution found by ANTIGONE,15,Ruth Misener,0,3960,33.0,250,0,0,0,210,715,0,5.820766091e-11,linear,210,0,0,0,100,40,0,41,495,4050,0,linear,LCQ,744.0833799,210,0.0345471261806,0.038961038961,0.0,0.0
QPLIB_3337,0,0,199,0,0,indefinite,787,0,297,198,199,min,0,396,False,788,0,199,0,Solution found by BARON,1,Ruth Misener,0,396,199.0,198,0,0,0,198,297,0,1.136868377e-13,linear,198,0,0,0,1,0,0,1,198,396,0,linear,LCQ,-100000000.0,198,0.0133326565487,0.0100502512563,0.0,0.0
QPLIB_3338,0,0,216,0,0,indefinite,2245,0,320,110,24,min,0,1395,False,2284,0,24,0,Solution found by ANTIGONE,9,Ruth Misener,0,1350,24.0,136,0,0,0,110,320,0,1.455191523e-11,linear,110,0,0,0,39,26,0,27,216,1395,0,linear,LCQ,662.8070384,110,0.052098540146,0.0587121212121,0.0,0.0
QPLIB_3347,350,0,676,0,0,linear,1352,520,0,1,676,min,676,676,False,2028,326,676,196300,Solution found by BARON,1,Ruth Misener,0,392080,676.0,52,0,676,0,0,676,676,0.0,indefinite,0,0,0,0,676,52,0,52,0,0,520,quadratic,QBL,3819920.0,1,0.0566037735849,1.0,0.85798816568,0.51775147929
QPLIB_3358,0,0,68,0,0,indefinite,617,10,158,106,14,min,0,212,False,618,0,1,0,Solution found by ANTIGONE,11,Ruth Misener,0,212,6.181818,172,0,0,0,106,158,0,5.581743956e-10,linear,106,0,5,0,1,66,0,67,68,212,0,linear,LCQ,2.848720213,106,0.0226092046535,0.0294117647059,0.0,0.0
QPLIB_3361,290,0,960,0,0,linear,2048,0,0,1,960,min,1024,960,False,3008,327,960,163680,Solution found by LOCALSOLVER,1,Ruth Misener,0,327360,960.0,64,0,960,0,0,1024,960,0.0,indefinite,0,0,0,0,960,64,0,64,0,0,0,quadratic,QBL,88700.0,1,0.0451923076923,1.0,0.355208333333,0.283203125
QPLIB_3369,0,0,325,0,0,indefinite,3102,0,485,116,25,min,0,1924,False,3198,0,25,0,Solution found by ANTIGONE,13,Ruth Misener,0,1872,25.0,148,0,0,0,116,485,0,5.820766091e-11,linear,116,0,0,0,96,32,0,33,325,1924,0,linear,LCQ,583.5215161,116,0.0442537881409,0.0510344827586,0.0,0.0
